URL,Title,Content
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86151,2024 공공기관 혁신 청년옴부즈만 공공청 네트워크 참가자 모집 [추가 모집],"2024 공공기관 혁신 청년옴부즈만 공공청 네트워크 참가자 모집■ 모집개요 행정안전부 후원 - 행정개혁시민연합 주최 사회적 책임, 혁신, 청년정책'을 발굴하는 프로그램입니다. 많은 지원 바랍니다.■ 기간 및 일정- 추가 모집 신청기간 : 4월 29일(월) ~ 5월 5일(일)- 합격자 발표 : 5월 7일(화) * 홈페이지 공지 및 개인 문자발송- 활동기간 : 2022년 5월 ~ 11월- 위촉식 및 사전교육: 5월 11일(토), 온라인 진행 예정- 사전교육 및 현장교육 : 5월 ~ 9월 중- 제안발표회 및 성과공유회: 10월 말 ~ 11월 중■ 지원자격- 사회문제와 청년정책에 관심이 있고 신의성실의 원칙에 따라 열정적으로 활동할 청년- 공공청 네트워크 활동에 앞장서며 적극적으로 참여하고자 하는 명확한 의지를 가진 청년■ 모집인원- 40명 내외 선발 예정■ 대외활동 내용- 청년세대의 정책적 아이디어 제안과 지속가능한 실천적 활동 전개■ 혜택내역- 참여자 전원 위촉장 발급- 일정 교육 기준 수료 시 활동 인증서 발급- 제안발표 우수 팀 시상 예정■ 문의- 행정개혁시민연합 사무처 02 743 6750~1 또는 ccbgyoungforum21@gmail.com"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86152,2024 디지털 마케터 자격증(DMQ) 마케팅 아이디어 공모전,2024 디지털 마케터 자격증(DMQ) 마케팅 아이디어 공모전■ 공모개요마케팅 직무 교육 기관인 그로스쿨(모비커리어에듀)에서 디지털 마케터 자격증을 개발하고 있습니다. 신설 마케터 자격증인 DMQ의 브랜딩과 홍보에 적합한 참신한 아이디어를 모집하고 제안한 아이디어를 활용하여 광고를 집행하는 해커톤을 진행하오니 많은 참여 바랍니다.■ DMQ(Digital Marketer Qualification)- 디지털 매체를 활용한 마케팅 역량 평가- 마케팅 이론과 용어 이해도 판단- 마케팅 캠페인의 실행 능력과 광고 데이터 해석 확인- 페이스북/인스타그램 플랫폼의 이해와 활용 능력 수치화- AI의 마케팅 적용 역량 평가- IT와 마케팅 최신 트렌드 이해도 평가■ 공모 주제 - 신설 디지털 마케터 자격증(DMQ)에 대한 홍보•마케팅 아이디어 제시■ 지원 자격 - 개인 혹은 팀(2~5인)- 접수 마감일 기준 국내외 대학에 재학 또는 휴학 중인 학생 (졸업유예자 가능)■ 공모 기간 - 접수 : 24.05.01 ~ 05.06- 예선 발표 : 24.05.13- 해커톤 : 24.05.18- 최종 발표 : 24.06.01■ 제출 서류- PPT 슬라이드 10장 이내(표지/목차 제외)의 홍보/마케팅 제안서■ 접수 방법- 구글폼에 PDF 파일 형식으로 제출* 파일명: DMQ 아이디어 공모전_지원자_홍길동■ 시상 내역 - 대상(1팀) : 300만원- 우수상(1팀) : 100만원- 본상(2팀) : 50만원■ 해커톤 안내- 행사 일정: 5월 18일(오프라인)- 행사 장소: 성수 KT&G 상상플래닛- 행사 내용: 페이스북/인스타그램 광고 및 세팅 관련 교육 후 해커톤 진행* 팀별 예산 50만원* 진출팀에 한해 추후 자세한 공지가 있을 예정입니다.■ 문의- talk@groschool.kr
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86153,2024 현대오토에버 배리어프리 앱개발 콘테스트,"2024 현대오토에버 배리어프리 앱개발 콘테스트■ 공모주제: 사회취약계층 '이동 및 생활 편의 증진' 앱 개발 ■ 참가대상 - 유형 1 : 앱 개발 가능 대학(원)생 3인 - 유형 2 : 앱 개발 가능 대학(원)생 3인 + 지도교수 1인 (지속 멘토링 가능자)  ※ 유형1, 2에 따른 차등 요소 없음■ 참가방법- 아이디어 공모 : 4월 15일 (월) ~ 5월 19일까지 (조기 접수팀 가산점 부여)- 심사기간 : 5월 20일(월) ~ 6. 9.(일) / 면접심사: 7월 6일(토) / 교육캠프: 7월 16일(화) ~ 17일(수)- 개발기간 : 8월 1일(목) ~ 12월 31일(화)- 최종발표 : 2025년 2월 중순 예정  ※ 주제 예시 : 시각장애인 횡단보도 보행 지원, 휠체어 장애인 길 안내 등- 참가신청 : 배리어프리 앱 개발 콘테스트 홈페이지 참가신청서 작성■ 유의사항 - 콘테스트 전 과정 필수 참석- 제작 앱의 저작권은 ‘개발자’에 귀속되나, 완성된 앱에 본 사업 지원임을 표기 의무- 표절 및 기간 중 유료전환 사실이 밝혀질 경우 참가무효 처리 되며, 지원금 전액 환수- 무료 배포 원칙- 등록 완료 앱 임의 삭제 불가- 완성 앱 스토어 등록 필수■ 제작지원금 각 팀 당 500만원 지원 / 8팀 선발 ■ 우수제작팀 시상 및 추가제작지원금(상금) 지원- 대 상 : 과학기술정보통신부 장관상 및 추가제작지원금 500만원(1팀)- 최 우 수 : 현대오토에버 대표이사상 및 추가제작지원금 300만원(1팀)- 우 수 : 국립특수교육원장상 및 주관기관장상 추가제작지원금 100만원(2팀)■ 문의 : (사)그린라이트 유세희 슈퍼바이저 Tel. 02-6677-4943 / autoeverapps@naver.com"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86154,﻿제5회 MDF 패션 디자인 공모전,"﻿제5회 MDF 패션 디자인 공모전■  응모 대상- 만 18세 이상 패션디자인 관련 학과 전공 학생 (패션디자인, 의류학과, 섬유 디자인 등)- 대한민국 국적 보유자- 해외 여행/유학에 결격사유가 없는 자- 2024년 9월 개강기준, 재학/복학/입학 확정자 / 해외 유학 준비자■ 응모 분야- 의류 : 남성복 / 여성복 토탈 코디네이션- Bag & Shoes : small goods 포함 (주얼리 제외)■ 응모 주제「캣워크에서 스트릿으로」 _ 하위문화 (Subculture) 스타일과 패션- Keyword   Community, Identity, Contemporary, Casual Sprit, Street Fashion, Present & Future, 영캐주얼 / 문화 다양성 / 젠더 등■ 시상 내역- 해외 패션 학교(학원) 장학금 지급 2명 내외 ▶ 년 2억원내 지원- 국내 패션 학교(학원) 장학금 지급 6명 내외 ▶ 년 6천만원 내 지원- 해외 패션전시회 견학 지원 6명 내외 ▶ 년 3천만원 내 지원■ 접수기간 : 2024.04.08(월) 10:00 ~ 05.07(화) 17:00까지■ 문의- 엠디재단 사무국 02-6207-3102 (10:00~17:00)- 메일 문의 : md-f@mdf.or.kr"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86155,제12회 NEAR 청소년 그림 공모전,"제12회 NEAR 청소년 그림 공모전■ 공모대상 : 만12세 ~ 18세 청소년이면 누구나■ 공모주제 : 우리 지역, 우리나라 신화이야기  ■ 작품규격 : 4절지 (394×545mm) ■ 작품형식 : 자유 (크레용, 색연필, 수채물감 등)■ 접수기한 : 2024.09.13.(금) 18:00 도착분까지 유효■ 시상내역 : 155명- 최우수상(1명) : 70만원(530USD)상당의 상품 및 상장 수여- 우수상(10명) : 40만원(300USD)상당의 상품 및 상장 수여- 장려상(20명) : 30만원(230USD)상당의 상품 및 상장 수여 - 입  선(124명) : 상장 및 참가기념품 ■ 문의 : 동북아시아지역자치단체연합사무국 054)223-2324"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86157,제22회 전국 RCY 백일장 및 그림그리기 온라인 공모전,"제22회 전국 RCY 백일장 및 그림그리기 온라인 공모전■ 행사기간 : 2024. 4. 1.(월) ~ 5. 3.(금)■ 행사내용- 백일장(운문, 산문) 및 그림그리기 공모전- RCY 활동 PPT(프레젠테이션) 공모전■ 참가대상 : 전국 초·중·고등학교 학생 및 동일 연령 청소년■ 공모주제- 백일장(운문, 산문) 및 그림그리기 공모전 * ‘내일의 꿈을 함께 그리는 선생님과 나’- RCY 활동 PPT(프레젠테이션) 공모전 * 각 결단교에서 실시했던 다양하고 창의적인 활동■ 주최 : 대한적십자사■ 시상계획- 백일장(운문, 산문) 및 그림그리기 공모전 * 대상   교육부장관상 : 중ㆍ고등학생 / 6명   대한적십자사 회장상 : 초등학생 / 3명 * 최우수상 : 충청남도교육감상 / 초ㆍ중ㆍ고생 / 27명 * 우수상 : 충청남도지사상 / 초ㆍ중ㆍ고생 / 18명 * 장려상 : 한국청소년단체협의회 회장상 / 초ㆍ중ㆍ고생 / 9명 * 인도상 : 대한적십자사 충남지사 회장상 / 초ㆍ중ㆍ고생 / 45명- RCY 활동 PPT(프레젠테이션) 공모전 * 충청남도교육감 표창 : 우수지도자 / 6명 * 대한적십자사 회장 표창 : 우수지도자 / 2명■ 문의- Tel : 041) 640-4832 / Fax : 041) 640-4804"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86159,2024년도 수상레저 서포터즈 모집,"2024년도 수상레저 서포터즈 모집■ 공모 주제 - 수상레저 서포터즈를 찾습니다 ■ 공모 내용- 함께 안전한 수상레저를 홍보할 수상레저 서포터즈를 모집합니다.■ 지원 자격- 동력수상레저기구 자격증을 취득하지 않은 전북 군산 거주자■ 모집 기간- `24. 4. 15.(월) ~ 4. 29.(월)■ 지원 방법- 지원서, 자기소개서1부, 개인정보제공 및 이용 동의서 1부 작성 후 직접 제작한 온라인 콘텐츠 1건과 함께 이메일(tjwlgud13@korea.kr) 제출■ 대외활동 내용- 동력수상레저기구 조종면허증 취득, 수상레저 활동■ 활동 혜택- 동력 수상레저기구 조종면허증 취득 지원- 수상레저기구 섭외, 수상레저 직접 활동 기회■ 문의 사항- 군산해양경찰서 수상레저계 서지형(063-539-2351)"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86161,2024년 상반기 안성시 시정발전 제안 공모전,2024년 상반기 안성시 시정발전 제안 공모전■ 공모자격- 안성시민 포함 안성시 발전에 관심있는 국민 누구나■ 공모기간- 2024. 4. 8.(월) ~ 4. 21.(일) 【14일간】■ 제안분야- 청년 인구 유입 촉진 방안- 시정 발전에 기여할 수 있는 전 분야■ 시상내역- 금상 : 30만원 / 95점이상- 은상 : 20만원 / 90점 이상 95점 미만- 동상 : 10만원 / 84점 이상 90점 미만- 장려상 : 5만원 / 77점 이상 84점 미만■ 문   의 : 031-678-2025(기획팀)
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86162,2024년 경상남도 공공데이터 활용 창업경진대회,"2024년 경상남도 공공데이터 활용 창업경진대회■ 공모부문- 공공데이터 활용 ①아이디어 기획, ②제품 및 서비스 개발* ① 아이디어 기획: 공공데이터를 활용한 창의적 아이디어 보유 및 제안 ② 제품 및 서비스 개발: 공공데이터를 활용한 제품·서비스 개발 및 시제품 완료 * ‘제품 및 서비스 개발’은 기관예선 접수 마감일까지 시제품이 완료된 상태이어야 함■ 참가자격 - 공공데이터를 활용하여 아이디어를 기획하거나 제품 및 서비스를 개발한 창업 및 예비창업자(개인 또는 팀) ※ 팀의 경우 최대 5명까지 참가 가능■ 공모기간 : ‘24. 4. 1.(월) 13:00 ~ 6. 21.(금) 18:00■ 시상내역- 아이디어 기획 * 최우수(1) : 150만원 * 우수(1) : 100만원 * 장려(2) : 50만원- 제품 및 서비스 개발 * 최우수(1) : 300만원 * 우수(1) : 150만원 * 장려(2) : 100만원■ 문 의 처 - 경상남도 공공데이터활성화 (lgsin@korea.kr, 055-211-2668)"
https://www.wevity.com/?c=find&s=1&mode=end&gbn=viewok&gp=1&ix=86163,제33회 용아 박용철 전국 백일장,"제33회 용아 박용철 전국 백일장제33회 용아 박용철 전국 백일장 사전 참가 접수자 모집입니다.■ 사전접수- 2024. 4. 15.(월)~4. 30.(화)■ 현장접수- 2024. 5. 4.(토) 09:00~10:00■ 일시 : 2024. 5. 4.(토) 10:00~13:00   *사전접수자에 한하여 11시 도착자까지 대회 참여 가능합니다.■ 장소 : 황룡친수공원 일원(광산구 선암동 241-31)■ 참가자격 : 초등부, 중등부, 고등부, 일반부 ■ 참가부문 : 운문, 산문  *1인 글짓기 용지 4매■ 대회주제 : 대회장 현장 발표 ■ 시상내역 : 문화체육관광부 장관상, 광주광역시장상, 광주광역시 교육감상 등■ 시 상 금 : 대상 150만원, 최우수상 70만원, 우수상 30만원 등■ 문의: 062-960-8289"
